organism_name	species_id	data_type	qv_score	error_rate	assembly_accession	size_mb	date	modify_date	taxid	bioproject_accession	bioproject_id	group	subgroup	gc%	replicons	wgs	scaffolds	genes	proteins	release_date	status	center	biosample_accession
Echeneis naucrates	fEcheNa1	10x	45.8298	2.61E-05	GCA_900963305.1	544.229	09/02/18	4/23/21	173247	PRJEB31992	530953	Animals	Fishes	41.4328	chromosome 1:NC_042511.1/LR584042.1; chromosome 2:NC_042512.1/LR584043.1; chromosome 3:NC_042513.1/LR584044.1; chromosome 4:NC_042514.1/LR584045.1; chromosome 5:NC_042515.1/LR584046.1; chromosome 6:NC_042516.1/LR584047.1; chromosome 7:NC_042517.1/LR584048.1; chromosome 8:NC_042518.1/LR584049.1; chromosome 9:NC_042519.1/LR584050.1; chromosome 10:NC_042520.1/LR584051.1; chromosome 11:NC_042521.1/LR584052.1; chromosome 12:NC_042522.1/LR584053.1; chromosome 13:NC_042523.1/LR584054.1; chromosome 14:NC_042524.1/LR584055.1; chromosome 15:NC_042525.1/LR584056.1; chromosome 16:NC_042526.1/LR584057.1; chromosome 17:NC_042527.1/LR584058.1; chromosome 18:NC_042528.1/LR584059.1; chromosome 19:NC_042529.1/LR584060.1; chromosome 20:NC_042530.1/LR584061.1; chromosome 21:NC_042531.1/LR584062.1; chromosome 22:NC_042532.1/LR584063.1; chromosome 23:NC_042533.1/LR584064.1; chromosome 24:NC_042534.1/LR584065.1; mitochondrion MT:NC_022508.1/	CAAHFO01	38	27253	38188	4/9/19	Chromosome	Wellcome Sanger Institute	SAMEA4966390
Electrophorus electricus	fEleEle1	10x	42.4024	5.75E-05	GCA_013358815.1	589.359	07/03/19	6/23/20	8005	PRJNA645070	645070	Animals	Fishes	42.6257	chromosome 1:NC_049535.1/CM023680.1; chromosome 2:NC_049536.1/CM023681.1; chromosome 3:NC_049537.1/CM023682.1; chromosome 4:NC_049538.1/CM023683.1; chromosome 5:NC_049539.1/CM023684.1; chromosome 6:NC_049540.1/CM023685.1; chromosome 7:NC_049541.1/CM023686.1; chromosome 8:NC_049542.1/CM023687.1; chromosome 9:NC_049543.1/CM023688.1; chromosome 10:NC_049544.1/CM023689.1; chromosome 11:NC_049545.1/CM023690.1; chromosome 12:NC_049546.1/CM023691.1; chromosome 13:NC_049547.1/CM023692.1; chromosome 14:NC_049548.1/CM023693.1; chromosome 15:NC_049549.1/CM023694.1; chromosome 16:NC_049550.1/CM023695.1; chromosome 17:NC_049551.1/CM023696.1; chromosome 18:NC_049552.1/CM023697.1; chromosome 19:NC_049553.1/CM023698.1; chromosome 20:NC_049554.1/CM023699.1; chromosome 21:NC_049555.1/CM023700.1; chromosome 22:NC_049556.1/CM023701.1; chromosome 23:NC_049557.1/CM023702.1; chromosome 24:NC_049558.1/CM023703.1; chromosome 25:NC_049559.1/CM023704.1; chromosome 26:NC_049560.1/CM023705.1; mitochondrion MT:CM023706.1	JABVME01	89	25923	45294	6/12/20	Chromosome	NCBI	SAMN12623625
Erithacus rubecula	bEriRub2	10x	41.2678	7.47E-05	GCA_903797595.2	1086.74	08/08/19	4/29/21	37610	PRJEB38658	637283	Animals	Birds	42.0925	chromosome 1:LR812103.1; chromosome 2:LR812104.1; chromosome 3:LR812105.2; chromosome 4:LR812106.1; chromosome 5:LR812107.1; chromosome 6:LR812108.1; chromosome 8:LR812110.1; chromosome 9:LR812111.1; chromosome 10:LR812113.1; chromosome 11:LR812114.1; chromosome 12:LR812115.1; chromosome 13:LR812116.1; chromosome 14:LR812117.1; chromosome 15:LR812118.1; chromosome 16:LR812119.1; chromosome 17:LR812120.1; chromosome 18:LR812121.1; chromosome 19:LR812122.1; chromosome 20:LR812123.1; chromosome 21:LR812124.1; chromosome 22:LR812125.1; chromosome 23:LR812126.1; chromosome 24:LR812127.1; chromosome 25:LR812128.1; chromosome 26:LR812129.1; chromosome 27:LR812131.1; chromosome 28:LR812132.1; chromosome 29:LR812133.1; chromosome 31:LR812135.1; chromosome 33:LR812137.1; chromosome 34:LR812138.1; chromosome W:LR812130.2; chromosome Z:LR812112.1	CAIGJR02	1119	-	-	6/10/20	Chromosome	Wellcome Sanger Institute	SAMEA4760689
Erpetoichthys calabaricus	fErpCal1	10x	43.2722	4.71E-05	GCA_900747795.4	3613.55	02/26/18	7/6/21	27687	PRJEB31579	526189	Animals	Fishes	39.4649	chromosome 1:NC_041394.2/LR536432.2; chromosome 2:NC_041395.2/LR536433.2; chromosome 3:NC_041396.2/LR536434.2; chromosome 4:NC_041397.2/LR536435.2; chromosome 5:NC_041398.2/LR536436.2; chromosome 6:NC_041399.2/LR536437.2; chromosome 7:NC_041400.2/LR536438.2; chromosome 8:NC_041401.2/LR536439.2; chromosome 9:NC_041402.2/LR536440.2; chromosome 10:NC_041403.2/LR536441.2; chromosome 11:NC_041404.2/LR536442.2; chromosome 12:NC_041405.2/LR536443.2; chromosome 13:NC_041406.2/LR536444.2; chromosome 14:NC_041407.2/LR536445.2; chromosome 15:NC_041408.2/LR536446.2; chromosome 16:NC_041409.2/LR536447.2; chromosome 17:NC_041410.2/LR536448.2; chromosome 18:NC_041411.2/LR536449.2; mitochondrion MT:NC_005251.1/OD909592.1	CAADRL03	169	27286	40209	3/17/19	Chromosome	Wellcome Sanger Institute	SAMEA104026374
Esox lucius	fEsoLuc1	10x	45.9198	2.56E-05	GCA_011004845.1	918.749	06/25/19	4/28/20	8010	PRJNA629749	629749	Animals	Fishes	42.2288	chromosome 1:NC_047569.1/CM021593.1; chromosome 2:NC_047570.1/CM021594.1; chromosome 3:NC_047571.1/CM021595.1; chromosome 4:NC_047572.1/CM021596.1; chromosome 5:NC_047573.1/CM021597.1; chromosome 6:NC_047574.1/CM021598.1; chromosome 7:NC_047575.1/CM021599.1; chromosome 8:NC_047576.1/CM021600.1; chromosome 9:NC_047577.1/CM021601.1; chromosome 10:NC_047578.1/CM021602.1; chromosome 11:NC_047579.1/CM021603.1; chromosome 12:NC_047580.1/CM021604.1; chromosome 13:NC_047581.1/CM021605.1; chromosome 14:NC_047582.1/CM021606.1; chromosome 15:NC_047583.1/CM021607.1; chromosome 16:NC_047584.1/CM021608.1; chromosome 17:NC_047585.1/CM021609.1; chromosome 18:NC_047586.1/CM021610.1; chromosome 19:NC_047587.1/CM021611.1; chromosome 20:NC_047588.1/CM021612.1; chromosome 21:NC_047589.1/CM021613.1; chromosome 22:NC_047590.1/CM021614.1; chromosome 23:NC_047591.1/CM021615.1; chromosome 24:NC_047592.1/CM021616.1; chromosome 25:NC_047593.1/CM021617.1; mitochondrion MT:CM021655.1	JAAIYR01	53	30092	58098	2/24/20	Chromosome	NCBI	SAMN12623624
Falco naumanni	bFalNau1.pat	10x	41.4534	7.16E-05	GCA_017639655.1	1215.72	11/13/19	3/30/21	148594	PRJNA719130	719130	Animals	Birds	42.3193	chromosome 1:NC_054054.1/CM030145.1; chromosome 2:NC_054055.1/CM030146.1; chromosome 3:NC_054056.1/CM030147.1; chromosome 4:NC_054057.1/CM030148.1; chromosome 5:NC_054058.1/CM030149.1; chromosome 6:NC_054059.1/CM030150.1; chromosome 7:NC_054060.1/CM030151.1; chromosome 8:NC_054061.1/CM030152.1; chromosome 9:NC_054062.1/CM030153.1; chromosome 10:NC_054063.1/CM030154.1; chromosome 11:NC_054064.1/CM030155.1; chromosome 12:NC_054065.1/CM030156.1; chromosome 13:NC_054066.1/CM030157.1; chromosome 14:NC_054067.1/CM030158.1; chromosome 15:NC_054068.1/CM030159.1; chromosome 16:NC_054069.1/CM030160.1; chromosome 17:NC_054070.1/CM030161.1; chromosome 18:NC_054071.1/CM030162.1; chromosome 19:NC_054072.1/CM030163.1; chromosome 20:NC_054073.1/CM030164.1; chromosome 21:NC_054074.1/CM030165.1; chromosome 22:NC_054075.1/CM030166.1; chromosome 23:NC_054076.1/CM030167.1; chromosome 24:NC_054077.1/CM030168.1; chromosome 25:NC_054078.1/CM030169.1; chromosome W:NC_054079.1/CM030170.1; chromosome Z:NC_054080.1/CM030171.1; mitochondrion MT:NC_054728.1/CM030192.1	JAGFVS01	291	19775	41132	3/30/21	Chromosome	NCBI	SAMN16870685
Falco naumanni	bFalNau1.mat	10x	40.2164	9.51E-05	GCA_017639645.1	1156.77	11/13/19	3/30/21	148594	PRJNA702665	702665	Animals	Birds	42.1	-	JAGFVT01	551	-	-	3/30/21	Scaffold	Vertebrate Genomes Project	SAMN16870685
Falco peregrinus	bFalPer1	Pacbio_hifi	62.0391	6.25E-07	GCA_023634155.1	1311.58	05/25/22	6/2/22	8954	PRJNA842834	842834	Animals	Birds	42.6324	chromosome 1:CM042629.1; chromosome 2:CM042630.1; chromosome 3:CM042631.1; chromosome 4:CM042632.1; chromosome 5:CM042633.1; chromosome 6:CM042634.1; chromosome 7:CM042635.1; chromosome 8:CM042636.1; chromosome 9:CM042637.1; chromosome 10:CM042638.1; chromosome 11:CM042639.1; chromosome 12:CM042640.1; chromosome 13:CM042641.1; chromosome 14:CM042642.1; chromosome 15:CM042643.1; chromosome 16:CM042644.1; chromosome 17:CM042645.1; chromosome 18:CM042646.1; chromosome 19:CM042647.1; chromosome Z:CM042648.1; chromosome 20:CM042649.1; chromosome 21:CM042650.1; chromosome W:CM042651.1	JAMOAR01	124	-	-	6/1/22	Chromosome	Vertebrate Genomes Project	SAMN28688290
Falco rusticolus	bFalRus1	10x	40.3765	9.17E-05	GCA_015220075.1	1195.85	08/03/19	11/3/20	120794	PRJNA675116	675116	Animals	Birds	42.2349	chromosome 1:NC_051187.1/CM026666.1; chromosome 2:NC_051188.1/CM026667.1; chromosome 3:NC_051189.1/CM026668.1; chromosome 4:NC_051190.1/CM026669.1; chromosome 5:NC_051191.1/CM026670.1; chromosome 6:NC_051192.1/CM026671.1; chromosome 7:NC_051193.1/CM026672.1; chromosome 8:NC_051194.1/CM026673.1; chromosome 9:NC_051195.1/CM026674.1; chromosome 10:NC_051196.1/CM026675.1; chromosome 11:NC_051197.1/CM026676.1; chromosome 12:NC_051198.1/CM026677.1; chromosome 13:NC_051199.1/CM026678.1; chromosome 14:NC_051200.1/CM026679.1; chromosome 15:NC_051201.1/CM026680.1; chromosome 16:NC_051202.1/CM026681.1; chromosome 17:NC_051203.1/CM026682.1; chromosome 18:NC_051204.1/CM026683.1; chromosome 19:NC_051205.1/CM026684.1; chromosome 20:NC_051206.1/CM026685.1; chromosome 21:NC_051207.1/CM026686.1; chromosome 22:NC_051208.1/CM026687.1; chromosome W:NC_051209.1/CM026688.1; chromosome Z:NC_051210.1/CM026689.1; mitochondrion MT:NC_029359.1/CM026719.1	JADCQO01	133	19484	41389	11/2/20	Chromosome	NCBI	SAMN12629496
Gadus morhua	fGadMor1	10x	40.1144	9.74E-05	GCA_902167405.1	669.966	05/01/19	12/2/19	8049	PRJEB33455	554060	Animals	Fishes	45.8019	chromosome 1:NC_044048.1/LR633943.1; chromosome 2:NC_044049.1/LR633944.1; chromosome 3:NC_044050.1/LR633945.1; chromosome 4:NC_044051.1/LR633946.1; chromosome 5:NC_044052.1/LR633947.1; chromosome 6:NC_044053.1/LR633948.1; chromosome 7:NC_044054.1/LR633949.1; chromosome 8:NC_044055.1/LR633950.1; chromosome 9:NC_044056.1/LR633951.1; chromosome 10:NC_044057.1/LR633952.1; chromosome 11:NC_044058.1/LR633953.1; chromosome 12:NC_044059.1/LR633954.1; chromosome 13:NC_044060.1/LR633955.1; chromosome 14:NC_044061.1/LR633956.1; chromosome 15:NC_044062.1/LR633957.1; chromosome 16:NC_044063.1/LR633958.1; chromosome 17:NC_044064.1/LR633959.1; chromosome 18:NC_044065.1/LR633960.1; chromosome 19:NC_044066.1/LR633961.1; chromosome 20:NC_044067.1/LR633962.1; chromosome 21:NC_044068.1/LR633963.1; chromosome 22:NC_044069.1/LR633964.1; chromosome 23:NC_044070.1/LR633965.1; mitochondrion MT:NC_002081.1/	CABHMC01	227	33117	45039	7/11/19	Chromosome	Wellcome Sanger Institute	SAMEA5574046
Gallus gallus	bGalGal5	Pacbio_hifi	62.6757	5.40E-07	GCA_027408225.1	1109.04	05/25/22	12/28/22	9031	PRJNA838370	838370	Animals	Birds	42.3232	chromosome 1:CM050048.1; chromosome 2:CM050049.1; chromosome 3:CM050050.1; chromosome 4:CM050051.1; chromosome 5:CM050052.1; chromosome 6:CM050053.1; chromosome 7:CM050054.1; chromosome 8:CM050055.1; chromosome 9:CM050056.1; chromosome 10:CM050057.1; chromosome 11:CM050058.1; chromosome 12:CM050059.1; chromosome 13:CM050060.1; chromosome 14:CM050061.1; chromosome 15:CM050062.1; chromosome 16:CM050063.1; chromosome 17:CM050064.1; chromosome 18:CM050065.1; chromosome 19:CM050066.1; chromosome 20:CM050067.1; chromosome 21:CM050068.1; chromosome 22:CM050069.1; chromosome 23:CM050070.1; chromosome 24:CM050071.1; chromosome 25:CM050072.1; chromosome 26:CM050073.1; chromosome 27:CM050074.1; chromosome 28:CM050075.1; chromosome 29:CM050076.1; chromosome 30:CM050077.1; chromosome 31:CM050078.1; chromosome 32:CM050079.1; chromosome 33:CM050080.1; chromosome 34:CM050081.1; chromosome 35:CM050082.1; chromosome 36:CM050083.1; chromosome 37:CM050084.1; chromosome 38:CM050085.1; chromosome 39:CM050086.1; chromosome W:CM050087.1; chromosome Z:CM050088.1	JAPZKA01	252	-	-	12/27/22	Chromosome	Vertebrate Genomes Project	SAMN28017485
Gallus gallus	bGalGal4	Pacbio_hifi	45.5853	2.76E-05	GCA_027557775.1	1094.28	09/25/20	12/27/22	9031	PRJNA838369	838369	Animals	Birds	42.1742	chromosome 1:CM050336.1; chromosome 2:CM050337.1; chromosome 3:CM050338.1; chromosome 4:CM050339.1; chromosome 5:CM050340.1; chromosome 6:CM050341.1; chromosome 7:CM050342.1; chromosome 8:CM050343.1; chromosome 9:CM050344.1; chromosome 10:CM050345.1; chromosome 11:CM050346.1; chromosome 12:CM050347.1; chromosome 13:CM050348.1; chromosome 14:CM050349.1; chromosome 15:CM050350.1; chromosome 16:CM050351.1; chromosome 17:CM050352.1; chromosome 18:CM050353.1; chromosome 19:CM050354.1; chromosome 20:CM050355.1; chromosome 21:CM050356.1; chromosome 22:CM050357.1; chromosome 23:CM050358.1; chromosome 24:CM050359.1; chromosome 25:CM050360.1; chromosome 26:CM050361.1; chromosome 27:CM050362.1; chromosome 28:CM050363.1; chromosome 29:CM050364.1; chromosome 30:CM050365.1; chromosome 31:CM050366.1; chromosome 32:CM050367.1; chromosome 33:CM050368.1; chromosome 34:CM050369.1; chromosome 35:CM050370.1; chromosome 36:CM050371.1; chromosome 37:CM050372.1; chromosome 38:CM050373.1; chromosome 39:CM050374.1; chromosome W:CM050375.1; chromosome Z:CM050376.1	JAPZJY01	246	-	-	12/27/22	Chromosome	Vertebrate Genomes Project	SAMN28017486
Gallus gallus	bGalGal1.mat	10x	42.6412	5.44E-05	GCA_016699485.1	1053.33	09/11/19	4/12/22	9031	PRJNA698609	698609	Animals	Birds	42.2233	chromosome 1:NC_052532.1/CM028482.1; chromosome 2:NC_052533.1/CM028483.1; chromosome 3:NC_052534.1/CM028484.1; chromosome 4:NC_052535.1/CM028485.1; chromosome 5:NC_052536.1/CM028486.1; chromosome 6:NC_052537.1/CM028487.1; chromosome 7:NC_052538.1/CM028488.1; chromosome 8:NC_052539.1/CM028489.1; chromosome 9:NC_052540.1/CM028490.1; chromosome 10:NC_052541.1/CM028491.1; chromosome 11:NC_052542.1/CM028492.1; chromosome 12:NC_052543.1/CM028493.1; chromosome 13:NC_052544.1/CM028494.1; chromosome 14:NC_052545.1/CM028495.1; chromosome 15:NC_052546.1/CM028496.1; chromosome 16:NC_052547.1/CM028497.1; chromosome 17:NC_052548.1/CM028498.1; chromosome 18:NC_052549.1/CM028499.1; chromosome 19:NC_052550.1/CM028500.1; chromosome 20:NC_052551.1/CM028501.1; chromosome 21:NC_052552.1/CM028502.1; chromosome 22:NC_052553.1/CM028503.1; chromosome 23:NC_052554.1/CM028504.1; chromosome 24:NC_052555.1/CM028505.1; chromosome 25:NC_052556.1/CM028506.1; chromosome 26:NC_052557.1/CM028507.1; chromosome 27:NC_052558.1/CM028508.1; chromosome 28:NC_052559.1/CM028509.1; chromosome 29:NC_052560.1/CM028510.1; chromosome 30:NC_052561.1/CM028511.1; chromosome 31:NC_052562.1/CM028512.1; chromosome 32:NC_052563.1/CM028513.1; chromosome 33:NC_052564.1/CM028514.1; chromosome 34:NC_052565.1/CM028515.1; chromosome 35:NC_052566.1/CM028516.1; chromosome 36:NC_052567.1/CM028517.1; chromosome 37:NC_052568.1/CM028518.1; chromosome 38:NC_052569.1/CM028519.1; chromosome 39:NC_052570.1/CM028520.1; chromosome W:NC_052571.1/CM028521.1; chromosome Z:NC_052572.1/CM028522.1; mitochondrion MT:NC_053523.1/CM028585.1	JAENSK01	214	25638	68684	1/13/21	Chromosome	NCBI	SAMN15960293
Gallus gallus	bGalGal1.pat	Pacbio_hifi	42.0322	6.26E-05	GCA_016700215.2	1050.51	01/24/23	4/12/22	9031	PRJNA698614	698614	Animals	Birds	42.2126	chromosome 1:NC_052573.1/CM028523.1; chromosome 2:NC_052574.1/CM028524.1; chromosome 3:NC_052575.1/CM028525.1; chromosome 4:NC_052576.1/CM028526.1; chromosome 5:NC_052577.1/CM028527.1; chromosome 6:NC_052578.1/CM028528.1; chromosome 7:NC_052579.1/CM028529.1; chromosome 8:NC_052580.1/CM028530.1; chromosome 9:NC_052581.1/CM028531.1; chromosome 10:NC_052582.1/CM028532.1; chromosome 11:NC_052583.1/CM028533.1; chromosome 12:NC_052584.1/CM028534.1; chromosome 13:NC_052585.1/CM028535.1; chromosome 14:NC_052586.1/CM028536.1; chromosome 15:NC_052587.1/CM028537.1; chromosome 16:NC_052588.1/CM028538.1; chromosome 17:NC_052589.1/CM028539.1; chromosome 18:NC_052590.1/CM028540.1; chromosome 19:NC_052591.1/CM028541.1; chromosome 20:NC_052592.1/CM028542.1; chromosome 21:NC_052593.1/CM028543.1; chromosome 22:NC_052594.1/CM028544.1; chromosome 23:NC_052595.1/CM028545.1; chromosome 24:NC_052596.1/CM028546.1; chromosome 25:NC_052597.1/CM028547.1; chromosome 26:NC_052598.1/CM028548.1; chromosome 27:NC_052599.1/CM028549.1; chromosome 28:NC_052600.1/CM028550.1; chromosome 29:NC_052601.1/CM028551.1; chromosome 30:NC_052602.1/CM028552.1; chromosome 31:NC_052603.1/CM028553.1; chromosome 32:NC_052604.1/CM028554.1; chromosome 33:NC_052605.1/CM028555.1; chromosome 34:NC_052606.1/CM028556.1; chromosome 35:NC_052607.1/CM028557.1; chromosome 36:NC_052608.1/CM028558.1; chromosome 37:NC_052609.1/CM028559.1; chromosome 38:NC_052610.1/CM028560.1; chromosome 39:NC_052611.1/CM028561.1; chromosome W:NC_059535.1/CM035081.1; chromosome Z:NC_059536.1/CM035082.1	JAENSL01	276	25612	68344	1/13/21	Chromosome	NCBI	SAMN15960293
Gastrophryne carolinensis	aGasCar1	Pacbio_hifi	64.2973	3.72E-07	GCA_027917425.1	4336.25	11/01/21	1/18/23	8429	PRJNA916748	916748	Animals	Amphibians	46.7725	chromosome 1:CM051234.1; chromosome 2:CM051235.1; chromosome 3:CM051236.1; chromosome 4:CM051237.1; chromosome 5:CM051238.1; chromosome 6:CM051239.1; chromosome 7:CM051240.1; chromosome 8:CM051241.1; chromosome 9:CM051242.1; chromosome 10:CM051243.1; chromosome 11:CM051244.1	JAQIHN01	1002	-	-	1/17/23	Chromosome	Vertebrate Genomes Project	SAMN31805274
Geothlypis trichas	bGeoTri1	10x	31.671	0.00068061	GCA_009764595.1	1078.13	06/14/18	12/19/19	135433	PRJNA589703	589703	Animals	Birds	42.0886	chromosome 1:CM019901.1; chromosome 2:CM019902.1; chromosome 3:CM019903.1; chromosome 4:CM019904.1; chromosome 5:CM019905.1; chromosome 6:CM019906.1; chromosome 7:CM019907.1; chromosome 8:CM019908.1; chromosome 9:CM019909.1; chromosome 10:CM019910.1; chromosome 11:CM019911.1; chromosome 12:CM019912.1; chromosome 13:CM019913.1; chromosome 14:CM019914.1; chromosome 15:CM019915.1; chromosome 16:CM019916.1; chromosome 17:CM019917.1; chromosome 18:CM019918.1; chromosome 19:CM019919.1; chromosome 20:CM019920.1; chromosome 21:CM019921.1; chromosome 22:CM019922.1; chromosome 23:CM019923.1; chromosome 24:CM019924.1; chromosome 25:CM019925.1; chromosome 26:CM019926.1; chromosome 27:CM019927.1; chromosome 28:CM019928.1; chromosome 29:CM019929.1; chromosome 30:CM019930.1; chromosome 31:CM019931.1; chromosome 32:CM019932.1; chromosome W:CM019934.1; chromosome Z:CM019933.1	WSPJ01	278	-	-	12/18/19	Chromosome	G10K	SAMN12631222
Geotrypetes seraphini	aGeoSer1	10x	43.6996	4.27E-05	GCA_902459505.1	3779.43	04/25/19	4/23/21	260995	PRJEB33992	560852	Animals	Amphibians	43.251	chromosome 1:NC_047084.1/LR699146.1; chromosome 2:NC_047085.1/LR699147.1; chromosome 3:NC_047086.1/LR699148.1; chromosome 4:NC_047087.1/LR699149.1; chromosome 5:NC_047088.1/LR699150.1; chromosome 6:NC_047089.1/LR699151.1; chromosome 7:NC_047090.1/LR699152.1; chromosome 8:NC_047091.1/LR699153.1; chromosome 9:NC_047092.1/LR699154.1; chromosome 10:NC_047093.1/LR699155.1; chromosome 11:NC_047094.1/LR699156.1; chromosome 12:NC_047095.1/LR699157.1; chromosome 13:NC_047096.1/LR699158.1; chromosome 14:NC_047097.1/LR699159.1; chromosome 15:NC_047098.1/LR699160.1; chromosome 16:NC_047099.1/LR699161.1; chromosome 17:NC_047100.1/LR699162.1; chromosome 18:NC_047101.1/LR699163.1; chromosome 19:NC_047102.1/LR699164.1; mitochondrion MT:NC_020155.1/	CABPRQ01	164	24027	50018	8/15/19	Chromosome	Wellcome Sanger Institute	SAMEA104387963
Girardinichthys multiradiatus	fGirMul3	10x	46.4943	2.24E-05	GCA_021462225.2	1150	2/24/22	2/24/22	208333	PRJNA821872	821872	Animals	Fishes	40.2279	chromosome 1:NC_061794.1/CM038258.2; chromosome 2:NC_061795.1/CM038259.2; chromosome 3:NC_061796.1/CM038260.2; chromosome 4:NC_061797.1/CM038261.2; chromosome 5:NC_061798.1/CM038262.2; chromosome 6:NC_061799.1/CM038263.2; chromosome 7:NC_061800.1/CM038264.2; chromosome 8:NC_061801.1/CM038265.2; chromosome 9:NC_061802.1/CM038266.2; chromosome 10:NC_061803.1/CM038267.2; chromosome 11:NC_061804.1/CM038268.2; chromosome 12:NC_061805.1/CM038269.2; chromosome 13:NC_061806.1/CM038270.2; chromosome 14:NC_061807.1/CM038271.2; chromosome 15:NC_061808.1/CM038272.2; chromosome 17:NC_061809.1/CM038274.2; chromosome 18:NC_061810.1/CM038275.2; chromosome 19:NC_061811.1/CM038276.2; chromosome 20:NC_061812.1/CM038277.2; chromosome 21:NC_061813.1/CM038278.2; chromosome 22:NC_061814.1/CM038279.2; chromosome 23:NC_061815.1/CM038280.2; chromosome 24:NC_061816.1/CM038281.2; chromosome X:NC_061817.1/CM039440.1; chromosome Y:NC_061818.1/CM039441.1; mitochondrion MT:CM038290.1	JAJATY02	72	29994	48638	1/13/22	Chromosome	NCBI	SAMN22242658
Gopherus evgoodei	rGopEvg1	10x	38.3586	0.00014593	GCA_007399415.1	2298.56	04/04/18	8/24/19	1825980	PRJNA559383	559383	Animals	Reptiles	44.2098	chromosome 1:NC_044322.1/CM017296.1; chromosome 2:NC_044323.1/CM017297.1; chromosome 3:NC_044324.1/CM017298.1; chromosome 4:NC_044325.1/CM017299.1; chromosome 5:NC_044326.1/CM017300.1; chromosome 6:NC_044327.1/CM017301.1; chromosome 7:NC_044328.1/CM017302.1; chromosome 8:NC_044329.1/CM017303.1; chromosome 9:NC_044330.1/CM017304.1; chromosome 10:NC_044331.1/CM017305.1; chromosome 11:NC_044332.1/CM017306.1; chromosome 12:NC_044333.1/CM017307.1; chromosome 13:NC_044334.1/CM017308.1; chromosome 14:NC_044335.1/CM017309.1; chromosome 15:NC_044336.1/CM017310.1; chromosome 16:NC_044337.1/CM017311.1; chromosome 17:NC_044338.1/CM017312.1; chromosome 18:NC_044339.1/CM017313.1; chromosome 19:NC_044340.1/CM017314.1; chromosome 20:NC_044341.1/CM017315.1; chromosome 21:NC_044342.1/CM017316.1; chromosome 22:NC_044343.1/CM017317.1; chromosome 23:NC_044344.1/CM017318.1; chromosome 24:NC_044345.1/CM017319.1; mitochondrion MT:NC_044186.1/CM017320.1	VHHN01	383	26465	50852	7/24/19	Chromosome	NCBI	SAMN03496275
Gopherus flavomarginatus	rGopFla2.mat	10x	44.77	3.33E-05	GCA_025201925.1	2460.54	04/27/19	9/15/22	286002	PRJNA885463	885463	Animals	Reptiles	44.874	chromosome 1:NC_066617.1/CM045960.1; chromosome 2:NC_066618.1/CM045961.1; chromosome 3:NC_066619.1/CM045962.1; chromosome 4:NC_066620.1/CM045963.1; chromosome 5:NC_066621.1/CM045964.1; chromosome 6:NC_066622.1/CM045965.1; chromosome 7:NC_066623.1/CM045966.1; chromosome 8:NC_066624.1/CM045967.1; chromosome 9:NC_066625.1/CM045968.1; chromosome 10:NC_066626.1/CM045969.1; chromosome 11:NC_066627.1/CM045970.1; chromosome 12:NC_066628.1/CM045971.1; chromosome 13:NC_066629.1/CM045972.1; chromosome 14:NC_066630.1/CM045973.1; chromosome 15:NC_066631.1/CM045974.1; chromosome 16:NC_066632.1/CM045975.1; chromosome 17:NC_066633.1/CM045976.1; chromosome 18:NC_066634.1/CM045977.1; chromosome 19:NC_066635.1/CM045978.1; chromosome 20:NC_066636.1/CM045979.1; chromosome 21:NC_066637.1/CM045980.1; chromosome 22:NC_066638.1/CM045981.1; chromosome 23:NC_066639.1/CM045982.1; chromosome 24:NC_066640.1/CM045983.1; chromosome 25:NC_066641.1/CM045984.1; mitochondrion MT:CM045985.1	JAMKFC01	621	29021	53745	9/8/22	Chromosome	NCBI	SAMN24199108
